,userName,content,score
275,Shirone 25,"Overall game nya bagus,cuman untuk suara tolong dong wkwkwk kurangin dikit size download nya Dan soal jaringan kadang buruk di merah atau diam di kuning , Selebih nya bagus. Tapi ada bug di hp ku itu kenapa pas pake skill yang es di air , beku nya gak keliatan wkwkwkwk",5
276,yogawidya 27,"Dari segala segi apapun menarik dan menyenangkan, hanya saja tolong diperbanyak event dan kalau bisa ada collab ama game atau anime lain.",5
277,game 34,"Wah ini game sangat bagus sekali, kita dapat berpetualang ke mana mana dan melawan monster akan tetapi gachanya sangat pelit",5
278,Devi Pramudyawardani,Akhir akhir ini kenapa genshin sering force close saat di fontaine. Padahal perangkat masih kompatibel. Mohon segera dibenahi,1
279,Riza Julian,"Tolong dong nanti pas ulang tahun genshin 28 september kasih hadiah spin special 20× buat player lvl 18 keatas dan buat player newbie dikasih 10× sesekali aja cuma 1 hari kalo kelewat dari event gak dapetin spin specialnya,gw jamin genshin tambah rame",5
280,Adam Zein,"Mantap sekali seperti final Fantasy tapi ini lebih asik karena bisa kapanpun saat-saat santai, tapi jika boleh saran berikan kemudahan dalam setiap misi & untuk upgrade equip apapun bentuknya, masalah dowload 23GB terbayarkan saat memainkan game ini is the best...",5
281,izza irfani,Woi!!! Fix bug nya kalo gak aku kasih rating 1. Udah 100 persen meriksa updatenya tapi gak bisa masuk!!! Benerin bug nya!!!!!!!,1
282,Sulasmi Lasmi,"Semua udh bagus banget, dari grafik, suara karakter, desain karakter, event2nya, sama alur ceritanya. Yg kurang itu mungkin soal konten saat udh end game, saat sudah level tinggi, pemasukan buat dpt primo semakin kecil, dan juga spiral abyss cukup tidk ramah bagi f2p. Mungkin bisa di tambah sedikit konten end game untuk mendapatkan primo yg cukup. Buat event2 yg mendatang, semoga ada hadiah yg cukup memuaskan. Di tunggu konten2 terbarunyaa~",5
283,Sayapacar Koji,"Jujur ni ya, ni game bener-bener recomend banget. Dari grafik, story, karakter, voice aktor, menurut gue udah pas dan bikin nyaman, quest-questnya juga seru, ya pokoknya ni game recommend banget.",5
284,Moch Fauzan,"Semenjak di update sering banget leg padahal jaringan lancar buat yg lain kayak YouTube dan ML ,, kalau mau lawan monster atau mau ambil barang jadi gak bisa",3
285,B_Eddy Bagus Pramuja,Kepada mihoyo tolong hadirkan fitur di hp android bisa memakai stik/gamepad jangan cuma di iPhone yg kompatibel,5
286,Dewi Mustika,Menurut saya ini adalah game dengan grafik terbaik di hp. Tapi sebelum download harus menyediakan penyimpanan yang besar sekitar 35 gb di hp dan 80 gb di pc,5
287,FABBY IKHSAN,Game bagus.. Data game kecil di banding dengan versi PC nya... Main jadi praktis bisa di mana saja...,5
288,Widhi Ganestry,"Tolong masalah render,sering liat bagunan di map gk keliatan membuat saya gk nyaman dalam explorasi map baru",3
289,siroi kiba,"Perfect sih , cuma kurang dikit ,,, kalo ada update ga kira-kira gede nya bergiga-giga",5
290,Thalib Kosim,Aku gak pernah ngerti main ini tapi aku kenal skin² mereka seperti zhongli Klee Shaw Wanderer raiden dan paimon itu aja sih tapi game ini bagus makanya aku kasi bintang lima walaupun sering bug tapi gapapa tetap bagus,5
291,Erga Prayoga,Balas ya min kalau baru download knp download data harus banyak cepat habis Kouta nya min kalau baru download dow loand data setengah nya aja baru bisa main ini g malah semua lama juga bikin kesal,1
292,Akhise Ryuze,"Karakter yang megaruskan gatcha, susah untuk mendapatkan stastus equipment yang di inginkan beserta drop item yang kurang memuaskan terlebih lagi tidak support controller",2
293,Rusdi Yana,"Menurut saya jika ada Hadiah login setiap 50 hari dan ada perubahan desain saat ascension karakter game ini akan jauh lebih keren. saya nyontek dari game sebelah, meski begitu menurut saya perubahan ini akan membuat player lebih sering login dan bermotivasi bermain game ini. Tolong dipertimbangkan saran saya ini :)",4
294,Muhammad Imron,"Tolong untuk unduhan file saat pertama kali main untuk mengunduh nya di latar biasa, mohon untuk diganti ke latar belakang biasa dari yang seperti latar lantai berjalan dan tiang-tiang tinggi karena itu membuat device saya panas saat mengunduh file🙏",3
295,Muhammad Raka,gameplay bagus banget dan fitur nya banyak aku suka tapi susah ngumpulin primogem Tapi tetap bagus semoga bisa berkembang lebih baik lagi kukasih bintang ⭐⭐⭐⭐⭐,5
296,Fridha Masya,"Aku gak bisa login pake paket data, bingung aku malah ada tulisan jaringan eror, padahal jaringan ku bagus aja. Kenapa ini min hoyo, aku kan mau farming primogem T~T",5
297,Niko Hauzan,"Genshin adalah game yang bertemakan Openeworld fantasy storyline, game ini memiliki mekanisme yang sangat unik ,dengan perpaduan puzzle, action rpg didalamnya dan tak lupa genshin juga menghadirkan grafik ultra yang memanjakan mata para pemainnya... Secara keseluruhan game ini memiliki banyak review positif dari para pemainnya.. yah.. Game the best lah pokoknya",5
298,Lutfa Permadi,"Agak ngeleg,gamenya bagus,saat anniversary tolong dikasih daily primogen atau daily mission biar lebih banyak yang maen,ya selebihnya sih bagus",5
299,Triana Anjani,semenjak update genshin makin sering bermasalah sebelumnya baik baik aja tapi sekarang sering eror prosesing game membuat kesan buruk pada update gamenya bukannya makin bagus malah jadi eror melulu,1
300,Finaa Chan,"Overall ini game bagus ya, tp kurangnya cmn pas farming arte sih ngerasa bgt kalo try hard🤗.Bener""mikir, ini kapan ya dpt arte bagus, dh ngekos lama bgt di domain inisial ""momiji""☺. Ga cmn domain itu doang tp yg lain juga lho😁.Pas butuh HP malah di kasih CDM/CR giliran cari CDM/CR di kasih HP ama stat yg paling berkuasa yaitu DEF👑 Gatau lagi saya sudah lelah:)",4
301,Izuma FF,"Dari segi cerita,segi permainan dan gameplay udah bagus, cuman butuh device yang lebih bagus untuk menikmati grafik yang bagus dan lancar,dan juga jaringan yang selalu masih kuning di 200-150ms untuk menggunakan data,jarang sekali lancar di 50ms,saran tolong untuk jaringan data di stabilkan",5
302,Minatozaki Sana,"Gamenya bagus banget! Ceritanya menarik dan asyik, pemandangan in gamenya memanjakan mata ☆5 deh buat hoyoverse!",5
303,Hani,"Game ter ter favorit pokoknya! Story, karakter, Grafis kerenn bangeet. Gamenya juga santai, suka eksplor sambil liat pemandangannya cantik2. Paling seneng kalo dah update map baru, keliling2 seru. Sejauh ini komunitas nya juga gak toxic. Sepuh2 nya pada baik suka bantu2 ar kecil. Karakter nya sangat husbu-able, waifu-able. Cuman tolong keamanan nya tolong ditingkatkan lagi ya! Semoga makin bagus ini game kedepannya dan makin banyak bansos. Hehhe",5
304,Andys Satria,Sudah hampir 3 tahun saya main GI. Popularitasnya setara dengan kualitas gameplay-nya. walaupun ada pro dan kontra pihak developer bisa mengatasinya dengan profesional.,5
305,Rayan Andanu,"Game Rpg terbaik yang pernah saya mainkan grafik yang, bagus dan lancar dan juga karakter yang bagus, reaksi elemen yang mantap,pertarungan yang menarik,quest yang bagus tapi ada 1 kekurangan: yaitu ping sering turun tapi genshin impact tetap terbest",5
306,Akramandayani 22,"Gamenya bagus, tapi percakapannya harusnya bisa di skip supaya nda boros batre. Kalau sdh bisa di skip nanti baru dikasih 5🌟",3
307,Muhamad Ali akbar Rama,Game nya bagus tapi kok kalau udah pra undun datah harus download lagi kan penyimpanannya sisa 2 GB pengen lanjut main tapi ngak bisa ...... terimakasih,4
308,ARIFAI YUSSEP,"Yeee mantap akun ku udh ada zhongli, jadi bersemangat buat eksplore sumeru mantap lah wkwkwk.update kali ini genshin jadi makin lancar terimakasih hoyoverse Hari ini aku menemukan bug di map Fontaine,dimana jika aku masuk ke bug itu aku diarahkan ke tempat misterius, aneh",5
309,Firja Nazeem,Game nya lumayan seru dan map nya juga lias jdi bisa di mainkan untuk waktu yang lama karakter dan lain-lain juga sudah bagus,5
310,Ivaz R,"Tolong di perbaiki sistem memeriksa file update nya. Saya sudah mencoba mendownload game ini 2 kali, gagal karena aplikasinya mati sendiri dan tidak terdeteksi sudah terdownload nya malah menyimpan hingga 14GB namun download nya 0℅. Saya membaca di blog seseorang masalah ini belum di perbaiki dari lama bahkan di pc pun sama hal-nya. Tolong setolong-tolongnya developer game ini untuk memerhatikan masalah ini, terlebih ketika aplikasinya mati namun hasil download nya tidak tersimpan.",5
311,Nurrahman 170788,"Ini mungkin terakhir aku update game ini,, Update nya wow, sampai 14G lebih. Next kalau update lagi sebesar ini mungkin berakhir uninstall,, kasih sama hp nya. Padahal game ini sangat bagus",4
312,slthnar,saya udah ngedownload data sampe 20gb nyisa dikit lagi padahal trus saya jeda unduhannya malah ngulang dari awal lagi tolong dong min perbaiki lagi,1
313,Minato Kazuya,"bos nya di bunuh berulangkali, GK mati-mati,habis mati hidup mati hidup mati hidup terus misi gak kelar kelar, padahal inti nya udah di hancurin bukanya mati malah hidup lagi medak di rank 25 gak jalan lagi gua uninstall, main geme RPG lain 😅😅😅😅😅😅😅😅😅😅😅😋",1
314,Rhigel arya .S,"Padahal data yang saya unduh sudah lengkap, tapi saya tidak bisa login, karena di game tertulis saya harus download data game nya, ini kenapa ya?, error atau kenapa ini?",1
315,Satya Ramadhan,"Gamenya bagus dari segi grafik juga, story questnya seru, tapi buatkan alat yg permanen untuk eksplor dong supaya mudah membuka chest dan tantangan di setiap region, soalnya kalau pake kompas itu perlu farming material yg lama jadinya",5
316,Yesaya Ajeng Pinasthi,"Makin males sama sistem gacha, gacha udah lebih dari 100 kali cuma dapet B5 standar, mana ga berguna lagi Mau sampai kapan begini terus? Pantes sepi, effort buat nyari 100 kali wish itu ga segampang balikin telapak tangan Males lah lama lama main",1
317,MATIAS YOKI,"Game yang sangat seru. Bernuansa anime dengan grafik yang luar biasa. Membuat seseorang bermimpi untuk memasuki dunia fiksi tersebut, walau hal tersebut adalah hal mustahil. Terdiri dari susunan cerita yang menarik, charakter yang cantik dan keren, peraturan game yang menarik, dan bahkan opsi F2P yang sangat disukai banyak player. Game ini yang saya cari dari dulu :') Terimakasih, Pihak Hoyoverse.",5
318,Nhana Maulana,Game nya keren dan saya suka cuman kekurangan nya karakter yg kita pake nggak bisa ngomong itu aja sihh kekurangannya,4
319,Samuel Agustinus,Tolong dong game invocation TCG untuk lawan bos electro hipotasis itu musuhnya untuk buffnya tolong dibatasi dong masa sini ngelawan aja ya butuh cooldown tapi pihak musuh kok poinnya nggak ngurang walaupun dipake bahkan waktu poinnya dah nol kok masih bisa main?? Terus buff untuk bangkitin nyawa di electro hipotasisnya ituloh bikin jengkel terus muncul kayak nggak ada habisnya ini namanya sengaja dikalahkan playernya dan lagian dadu para player juga nggak ada yang dukung elemen karakter,4
320,Enoox,"Tolonglah develofer beri opsi untuk menyesuaika letak posisi skill, jarak hero,, karena sangat tidak play able buat jempol yang besar",5
321,Rohiban Trane,Lah ko bannyak bug . Lagi mau lawan musuhnya kabur . Balik lagi kereset bar hp musuh nya . Aneh kali ini game mending honkai daripada ini,4
322,Gibran Edtz,"Untuk segi grafik jangan di tanya lagi, game ini juaranya. Dan kalo pas main sinyal nya kuning, menurutku gak terlalu berpengaruh sih, kecuali kalo emg sinyalnya merah. Story asik, pilihan bos banyak, cerita panjang GK gampang bosen, banyak quest, bahkan yg bisa kasih primogem juga banyak, character juga banyak bikin komposisi team bermacam macam, gamenya juga mirip² kyk game jaman sekarang, butuh healer, dps, sub dps, shielder, dll. Untuk f2p juga cukup ramah kok, jgn terlalu mikir buat top up.",5
323,Izulde Izumi,"Dari segi grafik udah bagus banget kalau yang untuk ram hp enak, cuma memang main ini game harus ram 8 atau 6. Karena kalau ram 4 bakal lag patah"" apalagi sampe freme, jadi disarankan untuk bisa dibilang hp kentang. Jangan coba"" maksa main, mending nabung buat beli hp baru pensiun bentar, ya dari segi lain juga ini game bagus kok enak"" aja. Udah gak ada lagi bug segala macam kek dulu"", Mantap lah hoyoverse",5
324,Emmy Anwar,"Bagus bangett grafiknya dan animasinya! Tapi kalau mau nunggu sampai selesai loading genshin nya lama, misalnya: Gak punya akun jadi sign in trus harus nunggu sampai selesai siapny tapi terlalu lama, yang penting gamenya seru, Kalian bisa segera coba!",5
325,Indra Lesmana,"Untuk menginstall game ini untuk versi mobile saja kapasitasnya sangat boros sekali menghabiskan ruangan sebesar 26 GB, kasihan untuk user yg hpnya masih jadul",2
326,Clarichaahh CRAB,"Mohon banget buat anniv berikutnya, tolong dong yang bisa muasin player... bukannya aku bakal turunin rating, ngejelekkin, dan pensi Genshin, tapi pasti bakal kecewa banget.",4
327,Computer,"Menurut saya bagus dari segi grafik,character,quest Kekurangannya itu ya hp kita harus bagus biar lebih nyaman pas bermain game ini",5
328,Nauri Uciha,Gamenya udah bagus kurangnya update terlalu besar sampai 15 GB wajar kah segitu dulu cuma paling tinggi 7 GB kalau bisa di kurang,4
329,Fera Jelita,"Dri segi story,gamplay,grafik udh ok. Cuman sayang dapat artefak yg kita mau susah banget. Mna statusnya random, sub statsus gacha lgi. Tolonglah dipermudah untuk gacha artefaknya",3
330,Wiwin Latifah,Mungkin jika ada fitur trade item LBH bagus dan berguna karena banyak player yg berlebihan mempunyai item dan berguna jika player yg TDK mempunyainya bisa tukar sekian dari saya hoyovers,5
331,Elci Chan,Sejak update brapa mb kemaren saya jadi tidak bisa main karena jaringan eror terus padahal jaringan saya bagus tapi selalu muter terus ping nya🗿,1
332,I Gusti Bagus Agung Manik Wikananda Sidemen,"Masih ada bug saat melawan Strom teror dvalin gambarnya glitch tidak jelas,tolong segera di perbaiki secepatnya terimakasih",5
333,arif rahman,"Game keren, grafik oke, alur quest mantap, banyakin terus eventnya.",5
334,M.Fariq Majdi,"Game nya benar benar bagus, dari segi cerita, game Play dan event ya. Tapi bisakah desain untuk para karakter lebih ramah, terutama untuk anak kecil. Saya rasa desain yang tertutup lebih baik dari pada terlalu terbuka. Ini juga akan meningkatkan jumlah pemain dari kalangan dibawah remaja. Terima kasih untuk game nya ya developer semangat",5
335,Dodon Iswanto,"grafis sangat bagus dan menarik apa lagi bila di mainkan di layar amoled dan oled sangat memanjakan mata sekali, tapi maaf saya harus melepaskannya karena update membuat jaringan di handphone saya tidak stabil sudah di coba menggunakan wifi tetap sama tidak stabil juga, saya ucapkan terimakasih kepada tim genshin impact karena game ini sudah menemani waktu luang saya.",5
336,Rifky Arliandi,Semenjak ada game ini gw jadi jarang main game yg lain selain ini sumpah grafiknya tuh gk ngebosenin mata apa lagi banyak quest² yg seru mantaplah pokoknya👍,5
337,Tedi Hermawan,"Frame nya sangat baik, dan sangat ringan di gunakan di hp Spek Low-Mid walaupun Game nya Hampir 28 GB tapi, aman 👍👍👍👍👍",5
338,Gallan,"Keren gamenya, walaupun HP menangis nangis pas awal awal download, tapi hasilnya sepadan, grafiknya memukau, alur ceritanya gak ngebosenin, pokoknya ok banget👍",5
339,Riz And,Saya sudah berusaha mengupdate versi 4.1 tapi sya masih tidak bisa padahal penyimpanan masih dua GIGABITE kasih saran dong hoyoverse,3
340,asfania putri,Game nya keren bangett gk ngebosenin grafik HD no burik²😁 jalan cerita asikk char nya cakep² gk ada yang jelekk kcuali npc ygy. Mantap lh pokoknya. Tpi syng ny my device duar²,5
341,Novri Temebsi,Ini game fav aku bangett kalo sehari ga main kek ada yang kurnag kalau gak mainn alhamdulillah aku juga udh punya map Inazuma aku jadi rajin archon quest semenjak ada anniversary primogem heheee kalau bisa cari primo nya agak mudah aja hoyoo,5
